beef garlic noodles
pork garlic noodles
pork vermicelli
vietnamese coffee
can of soda
glass bottle of soda
perrier
san pellegrino
young coconut juice with pulp
arizona green tea
bottled water
classic taro tea
fusion green tea
house milk tea
green milk tea
thai iced tea
veggie summer rolls
veggie crispy rolls
imperial rolls
shrimp rolls
grilled pork rolls
grilled beef rolls
combo rolls
cabbage salad with chicken
cabbage salad with fried tofu
papaya salad with beef
papaya salad with prawns
fried chicken wings
fried tofu roll
avocado rolls
beef combo noodle soup
rare beef noodle soup
brisket noodle soup
spice chicken noodle soup
curry chicken noodle soup
prawns noodle soup
pork noodle soup
pork chops noodle soup
mixed vegetables noodle soup
curry veggie with tofu pho
curry chicken ramen
curry mixed veggie ramen
satay rare beef ramen
satay brisket ramen
satay beef combo ramen with beef and brisket
satay spice chicken ramen
satay prawns ramen
satay pork ramen
satay pork chop ramen
satay mixed veggie ramen
beef combo satay
rare beef satay pho
brisket satay pho
spice chicken satay pho
prawn satay pho
pork satay pho
pork chop satay pho
satay mixed veggie pho
spice chicken garlic noodles
curry chicken garlic noodles
beef garlic noodles
prawn garlic noodles
pork garlic noodles
pork chops garlic noodles
mixed vegetable garlic noodles
garlic noodle bowl
curry mixed veggie tofu garlic noodles
spice chicken vermicelli
beef vermicelli
prawns vermicelli
pork vermicelli
pork chops vermicelli
mixed vegetables vermicelli
imperial rolls vermicelli
veggie crispy rolls vermicelli
spiced chicken rice
curry chicken rice
beef rice
prawns rice
pork rice
pork chops rice
mixed vegetables rice
curry veggie with tofu rice
cha gio
goi cuon
a sampler platter
chao ga
b mi toi garlic noodles
ga chua ngot
thai iced tea
soft drink
saint geron sparking water lg
large panna flat water
vietnamese coffee
iced tea
fresh lemonade
mineral water
sparkling apple cider
cha gio
thit nuong
chao tom
goi cuon
banh xeo
a sampler platter
a vegetable roll
pho tai
pho ga
chao ga
mien ga
xup mang cua
canh chua with prawns
canh chua with chicken
canh chua vegetarian
hu tieu
hu tieu seafood
goi du du
bo tom chanh salad
a beef thai salad
b green salad
bun vermicelli noodle salads
com chien
a beef satay
b mi toi garlic noodles
c chow mein
xup chay
a goi cuon chay
b banh xeo chay
a dau hu xao rau
b dau hu chien xao xa
a mien xao rau
rau xao cari
jasmine rice
brown rice
bo lui cha gio com chien
thit nuong com chien
com cha gio thit nuong
heo va tom kho
cari xao
rau xao
ga chua ngot
cai xanh xao
ga chien bo
ga nuong
ga xao gung va xa
ga kho
ga hung que
canard l orange
bo lui nuong xa
bo va tom lui
bo dai han nuong
bifteck braise
bo xao gung va xa
bo cari thai
bo luc lac
cha ca
tom va heo nuong
caramel salmon
do bien xao
tom xao hung que
mien xao cua
tom rang muoi
cua rang muoi
ca kho
xe lua
large dac biet
bun cha gio heo
com ga ngo vi huong
ca phe den
ca phe den da
ca phe sua da
tra sua
soda sua hot ga
soda chanh muoi
long nhan
dau do kem
dau bo nuoc dua
tra da chanh
da chanh tuoi
da chanh muoi
soda chanh
soda xi muoi
sua dau nanh
nuoc ngot
tra da
suong xao
che ba mau
cam vat
cha gio
ga cuon
goi cuon
thit nuong
bo nuong
chao tom
bi cuon
canh chua ca bong lau
canh chua tom
canh chua thap cam
canh thap cam
bun bo hue
pho chay
goi ga salad
bo tai chanh salad
goi tom thit salad
goi muc salad
xe lua
large dac biet
tai nam gan sach
chin nam gan sach
pho tai
pho bo vien
pho tai bo vien
pho tai nam
pho nam
pho tai chin
pho chin
pho sach
pho tai sach
pho tai gan
pho gan
hu tieu thap cam
mi thap cam
hu tieu ca vien
hu tieu ca vien and bo vien
pho ga
pho ga ngu vi huong
pho thit heo nuong
bo nuong
bun cha gio
bun bi thit nuong
bun bi
bun tom thit heo nuong
bun heo nuong
bun bo nuong
bun bo xao
bun ga nuong
bun cha gio bo nuong
bun cha gio heo
bun cha gio ga nuong
hu tieu xao thap cam
mi xao mem
mi xao gion
hu tieu xao bo
hu tieu xao heo
hu tieu xao ga
mi xao bo
mi xao heo
mi xao ga
com ga ngo vi huong
com ga roti
com ga ngo vi huong and cha gio
com ga roti and cha gio
com bi cha
com suon heo nuong
com thit heo nuong
com bo nuong sa
com suon heo nuong and bi cha
com thit heo nuong and bi cha
com bo nuong sa and bi cha
heo xao mang
suon heo xao chua ngot
suon heo xao tau xi
com chien tom thit
tom riem man
tom ca ri
tom xao rau
tom xao hot dieu
tom xao dau hoa lan
tom xao tau xi
muc xao ca ri
muc xao cay
ca kho to
ga sa ot
ga ca ri
ga xao bong cai
ga xao chua ngot
ga xao gung
ga xao nam
ga xao rau
ga xao hot dieu
ga xao dau hoa lan
ga xao kung bao
bo xao rau
bo xao hanh tay
bo xao ca ri
bo xao bong cai
bo xao dau hoa lan
bo xao mong co
bo xao tau xi
chao tom
tom thit heo nuong
cha gio
thit heo nuong
bo nuong sa
ga nuong
tom nuong toi
tom xao mang dinner special
tom xao bong cai dinner special
tom xao nam dinner special
